type	text
souseki	奥さん は ことさら に 私 の 方 を 見 て 笑 談  じ ょうだん  らしく こう いっ た 。
souseki	 もう その 話 は 止  や  め よう  と 彼 が いい まし た 。 彼 の 眼 に も 彼 の 言葉 に も 変 に 悲痛 な ところ が あり まし た 。 私 は ちょっと 挨拶  あいさつ  が でき なかっ た の です 。 すると Ｋ は 、  止  や  め て くれ  と 今度 は 頼む よう に いい 直し まし た 。 私 は その 時 彼 に 向っ て 残酷 な 答 を 与え た の です 。 狼  お おかみ  が 隙  すき  を 見 て 羊 の 咽 喉笛  のど ぶ え  へ 食  くら  い 付く よう に 。
souseki	先生 は そう 答え ながら 私 の 顔 を 見守っ た 。 そう し て そこ から しばし 眼 を 離さ なかっ た 。 私 は すぐ いっ た 。
souseki	 おれ が 死ん だら 、 どうか お母さん を 大事 に し て やっ て くれ 
souseki	要するに 私 は 正直 な 路  みち  を 歩く つもり で 、 つい 足 を 滑らし た 馬鹿 もの でし た 。 もしくは 狡猾  こうかつ  な 男 でし た 。 そう し て そこ に 気 の つい て いる もの は 、 今 の ところ ただ 天 と 私 の 心 だけ だっ た の です 。 しかし 立ち直っ て 、 もう 一 歩 前 へ 踏み出そ う と する に は 、 今 滑っ た 事 を ぜひとも 周囲 の 人 に 知ら れ なけれ ば なら ない 窮境  きゅう きょう  に 陥  おち い  っ た の です 。 私 は あくまで 滑っ た 事 を 隠し た がり まし た 。 同時に 、 どうしても 前 へ 出 ず に は い られ なかっ た の です 。 私 は この間 に 挟  はさ  まっ て また 立  た  ち 竦  すく  み まし た 。
souseki	父 は 時々 ｜ 囈語  うわ こと  を いう よう に なっ た 。
souseki	始め 私  わたくし  は 理解 の ある 女性  に ょしょう  として 奥さん に 対し て い た 。 私 が その 気 で 話し て いる うち に 、 奥さん の 様子 が 次第に 変っ て 来 た 。 奥さん は 私 の 頭脳 に 訴える 代り に 、 私 の 心臓  ハート  を 動かし 始め た 。 自分 と 夫 の 間 に は 何 の 蟠  わ だ か  まり も ない 、 また ない はず で ある のに 、 やはり 何 か ある 。 それ だ のに 眼 を 開  あ  け て 見 極  みき わ  め よう と する と 、 やはり 何  なん  に も ない 。 奥さん の 苦 に する 要点 は ここ に あっ た 。
souseki	 今 の うち 何 か 聞い て おく 必要 は ない か な  と 兄 が 私 の 顔 を 見 た 。
souseki	 実は 先刻  さっき  妻  さい  と 少し 喧嘩  けんか  を し て ね 。 それで 下  くだ  ら ない 神経 を 昂奮  こう ふん  さ せ て しまっ た ん です  と 先生 が また いっ た 。
souseki	 まだ 四 、 五 日 い て も 間に合う ん だろ う  と 父 が いっ た 。
souseki	 そう でしょ う か 
souseki	それ から の 私 は ほとんど 論文 に 祟  たた  られ た 精神病 者 の よう に 眼 を 赤く し て 苦しん だ 。 私 は 一 年 ｜ 前  ぜん  に 卒業 し た 友達 について 、 色々 様子 を 聞い て み たり し た 。 その うち の 一 人  いち に ん  は 締切  しめきり  の 日 に 車 で 事務所 へ 馳  か  け つけ て 漸  よう や  く 間 に 合わせ た と いっ た 。 他 の 一 人 は 五 時 を 十 五 分 ほど 後  おく  らし て 持っ て 行っ た ため 、 危  あやう  く 跳  は  ね 付け られよ う と し た ところ を 、 主任 教授 の 好意 で やっと 受理 し て もらっ た と いっ た 。 私 は 不安 を 感ずる と共に 度胸 を 据  す  え た 。 毎日 机 の 前 で 精根 の つづく 限り 働い た 。 で なけれ ば 、 薄暗い 書庫 に は いっ て 、 高い 本棚 の あちら こちら を 見廻  みまわ  し た 。 私 の 眼 は 好事 家  こうず か  が 骨董  こっとう  でも 掘り出す 時 の よう に 背 表紙 の 金 文字 を あさっ た 。
souseki	 私 が 三 度目 に 帰国 し た の は 、 それから また 一 年 ｜ 経  た  っ た 夏 の 取付  とっつき  でし た 。 私 は いつ でも 学年 試験 の 済む の を 待ちかね て 東京 を 逃げ まし た 。 私 に は 故郷  ふるさと  が それほど 懐かしかっ た から です 。 あなた に も 覚え が ある でしょ う 、 生れ た 所 は 空気 の 色 が 違い ます 、 土地 の 匂  に お  いも 格別 です 、 父 や 母 の 記憶 も 濃  こま や  か に 漂  ただ よ  って い ます 。 一 年 の うち で 、 七 、 八 の 二月  ふた つき  を その 中 に 包  くる  まれ て 、 穴 に 入っ た 蛇  へび  の よう に 凝  じ っ  と し て いる の は 、 私 に 取っ て 何 より も 温かい 好  い  い 心持 だっ た の です 。
souseki	 これ ばかり は 本当に 寿命 です から ね 。 生れ た 時 に ちゃんと 極  きま  っ た 年数 を もらっ て 来る ん だ から 仕方 が ない わ 。 先生 の お 父  とう  さん や お母さん なんか 、 ほとんど 同  おんな  じ よ 、 あなた 、 亡くなっ た の が 
souseki	しかし 我々 は 真面目  まじめ  でし た 。 我々 は 実際 偉く なる つもり で い た の です 。 ことに Ｋ は 強かっ た の です 。 寺 に 生れ た 彼 は 、 常に 精進  しょうじん  という 言葉 を 使い まし た 。 そう し て 彼 の 行為 動作 は 悉  こと ごと  く この 精進 の 一語 で 形容 さ れる よう に 、 私 に は 見え た の です 。 私 は 心 の うち で 常に Ｋ を 畏敬  いけい  し て い まし た 。
souseki	私 は 慰藉  いしゃ  の 言葉 さえ 口 へ 出せ なかっ た 。
souseki	 しかし 手紙 じゃ 用 は 足り ませ ん よ 。 どうせ 、 九月 に でも なっ て 、 私 が 東京 へ 出 て から で なくっ ちゃ 
souseki	私  わたくし  の ため に 赤い 飯  めし  を 炊  た  い て 客 を する という 相談 が 父 と 母 の 間 に 起っ た 。 私 は 帰っ た 当日 から 、 あるいは こんな 事 に なる だろ う と 思っ て 、 心 の うち で 暗  あん  に それ を 恐れ て い た 。 私 は すぐ 断わっ た 。
souseki	 私 は 淋  さび  し い 人間 です  と 先生 は その 晩 また この間 の 言葉 を 繰り返し た 。  私 は 淋しい 人間 です が 、 ことに よる と あなた も 淋しい 人間 じゃ ない です か 。 私 は 淋しくっ て も 年 を 取っ て いる から 、 動か ず に い られる が 、 若い あなた は そう は 行か ない の でしょ う 。 動ける だけ 動き たい の でしょ う 。 動い て 何 か に 打  ぶ  つかり たい の でしょ う … … 
souseki	父 の 元気 は 次第に 衰え て 行っ た 。 私  わたくし  を 驚か せ た ハンケチ 付き の 古い 麦藁 帽子  むぎ わら ぼうし  が 自然 と 閑却  かん きゃく  さ れる よう に なっ た 。 私 は 黒い 煤  すす  けた 棚 の 上 に 載  の  って いる その 帽子 を 眺  な が  め る たび に 、 父 に対して 気の毒 な 思い を し た 。 父 が 以前 の よう に 、 軽々と 動く 間 は 、 もう少し 慎  つつ し  んで くれ たら と 心配 し た 。 父 が 凝  じ っ  と 坐  すわ  り 込む よう に なる と 、 やはり 元 の 方 が 達者 だっ た の だ という 気 が 起っ た 。 私 は 父 の 健康 について よく 母 と 話し合っ た 。
souseki	 あんまり 仰山  ぎょうさん  な 事 は 止  よ  し て ください 
souseki	始めて 先生 の 宅  うち  を 訪ね た 時 、 先生 は 留守 で あっ た 。 二 度目 に 行っ た の は 次 の 日曜 だ と 覚え て いる 。 晴れ た 空 が 身 に 沁  し  み 込む よう に 感ぜ られる 好  い  い 日和  ひより  で あっ た 。 その 日 も 先生 は 留守 で あっ た 。 鎌倉 に い た 時 、 私 は 先生 自身 の 口 から 、 いつ でも 大抵  たいてい  宅 に いる という 事 を 聞い た 。 むしろ 外出 嫌い だ という 事 も 聞い た 。 二 度 来 て 二 度 と も 会え なかっ た 私 は 、 その 言葉 を 思い出し て 、 理由  わけ  も ない 不満 を どこ か に 感じ た 。 私 は すぐ 玄関 先 を 去ら なかっ た 。 下女  げじ ょ  の 顔 を 見 て 少し 躊躇  ちゅうちょ  し て そこ に 立っ て い た 。 この 前 名刺 を 取り次い だ 記憶 の ある 下女 は 、 私 を 待たし て おい て また 内  うち  へ はいっ た 。 すると 奥さん らしい 人 が 代っ て 出 て 来 た 。 美しい 奥さん で あっ た 。
souseki	我々 は 七 時 前 に 起きる 習慣 でし た 。 学校 は 八 時 に 始まる 事 が 多い ので 、 それ で ない と 授業 に 間に合わ ない の です 。 下女  げじ ょ  は その 関係 で 六 時 頃 に 起きる 訳 に なっ て い まし た 。 しかし その 日 私 が 下女 を 起し に 行っ た の は まだ 六 時 前 でし た 。 すると 奥さん が 今日 は 日曜 だ と いっ て 注意 し て くれ まし た 。 奥さん は 私 の 足音 で 眼 を 覚まし た の です 。 私 は 奥さん に 眼 が 覚め て いる なら 、 ちょっと 私 の 室  へや  まで 来 て くれ と 頼み まし た 。 奥さん は 寝巻 の 上 へ 不断 着  ふだん ぎ  の 羽織 を 引  ひ  っ 掛  か  け て 、 私 の 後  あと  に 跟  つ  い て 来 まし た 。 私 は 室 へ は いる や 否  い な  や 、 今 まで 開  あ  い て い た 仕切り の 襖  ふす ま  を すぐ 立て 切り まし た 。 そうして 奥さん に 飛ん だ 事 が でき た と 小声 で 告げ まし た 。 奥さん は 何 だ と 聞き まし た 。 私 は 顋  あご  で 隣 の 室 を 指す よう に し て 、  驚い ちゃ いけ ませ ん  と いい まし た 。 奥さん は 蒼  あお  い 顔 を し まし た 。  奥さん 、 Ｋ は 自殺 し まし た  と 私 が また いい まし た 。 奥さん は そこ に 居 竦  い すく  まっ た よう に 、 私 の 顔 を 見 て 黙っ て い まし た 。 その 時 私 は 突然 奥さん の 前 へ 手 を 突い て 頭 を 下げ まし た 。  済み ませ ん 。 私 が 悪かっ た の です 。 あなた に も お嬢さん に も 済まない 事 に なり まし た  と 詫  あや  まり まし た 。 私 は 奥さん と 向い 合う まで 、 そんな 言葉 を 口 に する 気 はまる で なかっ た の です 。 しかし 奥さん の 顔 を 見 た 時 不意 に 我と も 知ら ず そう いっ て しまっ た の です 。 Ｋ に 詫 まる 事 の でき ない 私 は 、 こうして 奥さん と お嬢さん に 詫  わ  びな けれ ば い られ なく なっ た の だ と 思っ て 下さい 。 つまり 私 の 自然 が 平生  へい ぜ い  の 私 を 出し抜い て ふらふら と 懺悔  ざんげ  の 口 を 開か し た の です 。 奥さん が そんな 深い 意味 に 、 私 の 言葉 を 解釈 し なかっ た の は 私 にとって 幸い でし た 。 蒼い 顔 を し ながら 、  不慮 の 出来事 なら 仕方 が ない じゃ あり ませ ん か  と 慰める よう に いっ て くれ まし た 。 しかし その 顔 に は 驚き と 怖  おそ  れ と が 、 彫  ほ  り 付け られ た よう に 、 硬  かた  く 筋肉 を 攫  つか  ん で い まし た 。
souseki	宅  うち  へ 着い た 時 、 奥さん は 二 人 の 姿 を 見 て 驚き まし た 。 二 人 は ただ 色 が 黒く なっ た ばかり で なく 、 むやみ に 歩い て い た うち に 大変 ｜ 瘠  や  せ て しまっ た の です 。 奥さん は それでも 丈夫 そう に なっ た と いっ て 賞  ほ  め て くれる の です 。 お嬢さん は 奥さん の 矛盾 が おかしい と いっ て また 笑い 出し まし た 。 旅行 前 時々 腹 の 立っ た 私 も 、 その 時 だけ は 愉快 な 心持 が し まし た 。 場合 が 場合 な の と 、 久しぶり に 聞い た せい でしょ う 。
souseki	小 供 は 怜悧  りこ う  そう な 眼 に 笑  わら  い を 漲  みなぎ  らし て 、 首肯  うな ず  い て 見せ た 。
souseki	私 は 妻  さい  を 残し て 行き ます 。 私 が い なく なっ て も 妻 に 衣食住 の 心配 が ない の は 仕合  し あわ  せ です 。 私 は 妻 に 残酷 な 驚 怖  きょう ふ  を 与える 事 を 好み ませ ん 。 私 は 妻 に 血 の 色 を 見せ ない で 死ぬ つもり です 。 妻 の 知ら ない 間  ま  に 、 こっそり この世 から い なく なる よう に し ます 。 私 は 死ん だ 後 で 、 妻 から 頓死  とんし  し た と 思わ れ たい の です 。 気 が 狂っ た と 思わ れ て も 満足 な の です 。
souseki	Ｋ は 中学 に い た 頃 から 、 宗教 とか 哲学 とかいう むずかしい 問題 で 、 私 を 困ら せ まし た 。 これ は 彼 の 父 の 感化 な の か 、 または 自分 の 生れ た 家 、 すなわち 寺 という 一種 特別 な 建物 に 属する 空気 の 影響 な の か 、 解  わか  り ませ ん 。 ともかく も 彼 は 普通 の 坊さん より は 遥  はる  か に 坊さん らしい 性格 を もっ て い た よう に 見受け られ ます 。 元来 Ｋ の 養家  よう か  で は 彼 を 医者 に する つもり で 東京 へ 出し た の です 。 しかるに 頑固 な 彼 は 医者 に は なら ない 決心 を もっ て 、 東京 へ 出 て 来 た の です 。 私 は 彼 に 向っ て 、 それでは 養父母 を 欺  あ ざむ  く と 同じ 事 で は ない か と 詰  なじ  り まし た 。 大胆 な 彼 は そう だ と 答える の です 。 道 の ため なら 、 その くらい の 事 を し て も 構わ ない という の です 。 その 時 彼 の 用い た 道 という 言葉 は 、 おそらく 彼 に も よく 解っ て い なかっ た でしょ う 。 私 は 無論 解っ た と は いえ ませ ん 。 しかし 年 の 若い 私 たち に は 、 この 漠然  ばく ぜん  と し た 言葉 が 尊  たっ  とく 響い た の です 。 よし 解ら ない に し て も 気高  けだか  い 心持 に 支配 さ れ て 、 そちら の 方 へ 動い て 行こ う と する 意気 組  いき ぐみ  に 卑  いや  し い ところ の 見える はず は あり ませ ん 。 私 は Ｋ の 説 に 賛成 し まし た 。 私 の 同意 が Ｋ にとって どの くらい 有力 で あっ た か 、 それ は 私 も 知り ませ ん 。 一 図  いちず  な 彼 は 、 たとい 私 が いくら 反対 しよ う とも 、 やはり 自分 の 思い 通り を 貫い た に 違い なかろ う と は 察せ られ ます 。 しかし 万一 の 場合 、 賛成 の 声援 を 与え た 私 に 、 多少 の 責任 が でき て くる ぐらい の 事 は 、 子供 ながら 私 は よく 承知 し て い た つもり です 。 よし その 時 に それだけ の 覚悟 が ない に し て も 、 成人 し た 眼 で 、 過去 を 振り返る 必要 が 起っ た 場合 に は 、 私 に 割り当て られ た だけ の 責任 は 、 私 の 方 で 帯びる の が 至当  し とう  に なる くらい な 語気 で 私 は 賛成 し た の です 。
souseki	Ｋ と 私 は 何 でも 話し合える 中 でし た 。 偶  たま  に は 愛 とか 恋 とかいう 問題 も 、 口 に 上  のぼ  ら ない で は あり ませ ん でし た が 、 いつ でも 抽象 的 な 理論 に 落ち て しまう だけ でし た 。 それ も 滅多  めった  に は 話題 に なら なかっ た の です 。 大抵 は 書物 の 話 と 学問 の 話 と 、 未来 の 事業 と 、 抱負 と 、 修養 の 話 ぐらい で 持ち切っ て い た の です 。 いくら 親しくっ て も こう 堅く なっ た 日 に は 、 突然 調子 を 崩  くず  せる もの で は あり ませ ん 。 二 人 は ただ 堅い なり に 親しく なる だけ です 。 私 は お嬢さん の 事 を Ｋ に 打ち明けよ う と 思い立っ て から 、 何 遍  なん べ ん  歯がゆい 不快 に 悩まさ れ た か 知れ ませ ん 。 私 は Ｋ の 頭 の どこ か 一 カ所 を 突き破っ て 、 そこ から 柔らかい 空気 を 吹き込ん で やり たい 気 が し まし た 。
souseki	先生 は すぐ 返事 を し なかっ た 。 私 は それ を 手 応  て ご た  え の あっ た よう に も 思っ た 。 また 的  まと  が 外  はず  れ た よう に も 感じ た 。 仕方 が ない から 後  あと  は いわ ない 事 に し た 。 すると 先生 が いきなり 道 の 端  はじ  へ 寄っ て 行っ た 。 そうして 綺麗  きれい  に 刈り込ん だ 生垣  いけ がき  の 下 で 、 裾  すそ  を まくっ て 小便 を し た 。 私 は 先生 が 用 を 足す 間 ぼんやり そこ に 立っ て い た 。
souseki	 ああ 帰っ た かい 。 そう か 、 それでも 卒業 が でき て まあ 結構 だっ た 。 ちょっと お待ち 、 今 顔 を 洗っ て 来る から 
souseki	 手紙 を 書く の は 訳 は ない です が 、 こういう 事 は 郵便 じゃ とても 埒  らち  は 明き ませ ん よ 。 どうしても 自分 で 東京 へ 出 て 、 じかに 頼ん で 廻  ま わ  ら なくっ ちゃ 
souseki	私  わたくし  は 不思議 に 思っ た 。 しかし 私 は 先生 を 研究 する 気 で その 宅  うち  へ 出入  で い  り を する の で は なかっ た 。 私 は ただ そのまま に し て 打ち 過ぎ た 。 今 考える と その 時 の 私 の 態度 は 、 私 の 生活 の うち で むしろ 尊  たっ と  むべ きもの の 一つ で あっ た 。 私 は 全く その ため に 先生 と 人間らしい 温かい 交際  つきあい  が でき た の だ と 思う 。 もし 私 の 好奇 心 が 幾分 で も 先生 の 心 に 向かっ て 、 研究 的 に 働き掛け た なら 、 二 人 の 間 を 繋  つ な  ぐ 同情 の 糸 は 、 何 の 容赦 も なく その 時 ふつ り と 切れ て しまっ たろ う 。 若い 私 は 全く 自分 の 態度 を 自覚 し て い なかっ た 。 それ だ から 尊  たっ と  いの かも 知れ ない が 、 もし 間違え て 裏 へ 出 た と し たら 、 どんな 結果 が 二 人 の 仲 に 落ち て 来 たろ う 。 私 は 想像 し て も ぞっと する 。 先生 は それ で なく て も 、 冷たい 眼  まなこ  で 研究 さ れる の を 絶えず 恐れ て い た の で ある 。
souseki	私 は 無論 先生 を 訪ねる つもり で 東京 へ 帰っ て 来 た 。 帰っ て から 授業 の 始まる まで に は まだ 二 週間 の 日数  ひか ず  が ある ので 、 その うち に 一度 行っ て おこ う と 思っ た 。 しかし 帰っ て 二 日 三 日 と 経  た  つ うち に 、 鎌倉  かまくら  に い た 時 の 気分 が 段々 薄く なっ て 来 た 。 そうして その 上 に 彩  いろど  られる 大 都会 の 空気 が 、 記憶 の 復活 に 伴う 強い 刺戟  しげき  と共に 、 濃く 私 の 心 を 染め付け た 。 私 は 往来 で 学生 の 顔 を 見る たび に 新しい 学年 に対する 希望 と 緊張 と を 感じ た 。 私 は しばらく 先生 の 事 を 忘れ た 。
souseki	 ええ 、 たしか しまっ て ある はず です が 
souseki	 おい ご覧 、 今日 も 天子 さま の 事 が 詳しく 出 て いる 
souseki	私 は 思想 上 の 問題 について 、 大いなる 利益 を 先生 から 受け た 事 を 自白 する 。 しかし 同じ 問題 について 、 利益 を 受けよ う として も 、 受け られ ない 事 が 間々  まま  あっ た と いわ なけれ ば なら ない 。 先生 の 談話 は 時として 不得要領  ふとく よう りょう  に 終っ た 。 その 日 二 人 の 間 に 起っ た 郊外 の 談話 も 、 この 不得要領 の 一 例 として 私 の 胸 の 裏  うち  に 残っ た 。
souseki	 どんな だっ た ん です か 
souseki	 私 の 過去 を 訐  あ ば  い て も です か 
souseki	 あなた は 大胆 だ 
souseki	 寿命 は 分り ませ ん ね 。 私 に も 
souseki	 お前 ここ へ 帰っ て 来 て 、 宅  うち  の 事 を 監理 する 気 が ない か  と 兄 が 私 を 顧み た 。 私 は 何とも 答え なかっ た 。
souseki	 本当に 大事 に し て お 上げ なさい よ  と 奥さん も いっ た 。  毒 が 脳 へ 廻  ま わ  る よう に なる と 、 もう それ っきり よ 、 あなた 。 笑い事 じゃ ない わ 
souseki	こういう 過去 を 二 人 の 間 に 通り抜け て 来 て いる の です から 、 精神 的 に 向上心 の ない もの は 馬鹿 だ という 言葉 は 、 Ｋ に 取っ て 痛い に 違い なかっ た の です 。 しかし 前 に も いっ た 通り 、 私 は この 一言 で 、 彼 が 折角  せっかく  積み上げ た 過去 を 蹴 散  けち  らし た つもり で は あり ませ ん 。 かえって それ を 今 まで 通り 積み重ね て 行か せよ う と し た の です 。 それ が 道 に 達し よう が 、 天 に 届こ う が 、 私 は 構い ませ ん 。 私 は ただ Ｋ が 急 に 生活 の 方向 を 転換 し て 、 私 の 利害 と 衝突 する の を 恐れ た の です 。 要するに 私 の 言葉 は 単なる 利己 心 の 発現 でし た 。
souseki	 関  せき  さん も 気の毒 だ ね 。 ああ 幾日 も 引っ張ら れ て 帰れ なくっ ちゃあ 
souseki	父 は 病気 の 性質 として 、 運動 を 慎ま なけれ ば なら ない ので 、 床 を 上げ て から も 、 ほとんど 戸外  そ と  へ は 出 なかっ た 。 一度 天気 の ごく 穏やか な 日 の 午後 庭 へ 下り た 事 が ある が 、 その 時 は 万一 を 気 遣  きづか  って 、 私 が 引き 添う よう に 傍  そば  に 付い て い た 。 私 が 心配 し て 自分 の 肩 へ 手 を 掛け させよ う として も 、 父 は 笑っ て 応じ なかっ た 。
souseki	 私 は 何 に も 隠し て やし ませ ん 
souseki	奥さん と お嬢さん は 、 親切 に 彼 の 荷物 を 片付ける 世話 や 何  なに  か を し て くれ まし た 。 すべて それ を 私 に対する 好意 から 来 た の だ と 解釈 し た 私 は 、 心 の うち で 喜び まし た 。 —— Ｋ が 相 変ら ず むっちり し た 様子 を し て いる に も かかわら ず 。
souseki	 何 に も し て い ない ん です  と 私 が 答え た 。
souseki	一 週間 の 後  のち  私 は とうとう 堪え 切れ なく なっ て 仮病  け びょう  を 遣  つか  い まし た 。 奥さん から も お嬢さん から も 、 Ｋ 自身 から も 、 起きろ という 催促 を 受け た 私 は 、 生返事  なま へん じ  を し た だけ で 、 十 時 ｜ 頃  ごろ  まで 蒲団  ふとん  を 被  かぶ  って 寝 て い まし た 。 私 は Ｋ も お嬢さん も い なく なっ て 、 家 の 内  なか  が ひっそり 静まっ た 頃 を 見 計  み はか  ら って 寝床 を 出 まし た 。 私 の 顔 を 見 た 奥さん は 、 すぐ どこ が 悪い か と 尋ね まし た 。 食物  たべ もの  は 枕元  まくら もと  へ 運ん で やる から 、 もっと 寝 て い たら よかろ う と 忠告 し て も くれ まし た 。 身体  から だ  に 異状 の ない 私 は 、 とても 寝る 気 に は なれ ませ ん 。 顔 を 洗っ て いつも の 通り 茶の間 で 飯  めし  を 食い まし た 。 その 時 奥さん は 長火鉢  な が ひ ば ち  の 向 側  むこ う が わ  から 給仕 を し て くれ た の です 。 私 は 朝飯  あ さ めし  とも 午 飯  ひる めし  と も 片付か ない 茶 椀  ちゃわ ん  を 手 に 持っ た まま 、 どんな 風 に 問題 を 切り出し た もの だろ う か と 、 それ ばかり に 屈托  くったく  し て い た から 、 外観 から は 実際 気分 の 好  よ  く ない 病人 らしく 見え た だろ う と 思い ます 。
souseki	私 が こう 聞き返し た 時 、 先生 は 何とも 答え なかっ た 。 ただ 私 の 顔 を 見 て  あなた は 幾 歳  いくつ  です か  と いっ た 。
souseki	 こないだ 話し た じゃ ない か  と 私  わたくし  は 答え た 。 私 は 自分 で 質問 を し て おき ながら 、 すぐ 他  ひと  の 説明 を 忘れ て しまう 兄 に対して 不快 の 念 を 起し た 。
souseki	 大方  おおかた  どこ か へ 避暑 に でも 行っ て いる ん でしょ う 
souseki	妙 に 不安 な 心持 が 私 を 襲っ て 来 た 。 私 は 書物 を 読ん で も 呑  の  み 込む 能力 を 失っ て しまっ た 。 約 一 時間 ばかり する と 先生 が 窓 の 下 へ 来 て 私 の 名 を 呼ん だ 。 私 は 驚い て 窓 を 開け た 。 先生 は 散歩 しよ う と いっ て 、 下 から 私 を 誘っ た 。 先刻  さっき  帯 の 間 へ 包  くる  ん だ まま の 時計 を 出し て 見る と 、 もう 八 時 過ぎ で あっ た 。 私 は 帰っ た なり まだ 袴  はかま  を 着け て い た 。 私 は それなり すぐ 表 へ 出 た 。
souseki	先生 は その 日 これ 以外 を 語ら なかっ た 。
souseki	我々 は 夜  よ  に 入  い  って 家  うち  へ 帰り まし た 。 その 翌日  あくる ひ  は 日曜 でし た から 、 私 は 終日 ｜ 室  へや  の 中  うち  に 閉じ 籠  こ も  って い まし た 。 月曜 に なっ て 、 学校 へ 出る と 、 私 は 朝っぱら そう そう 級友 の 一 人 から 調 戯  から か  われ まし た 。 い つ 妻  さい  を 迎え た の か と いっ て わざとらしく 聞か れる の です 。 それから 私 の 細君  さ いく ん  は 非常 に 美人 だ と いっ て 賞  ほ  め る の です 。 私 は 三 人 ｜ 連  づれ  で 日本橋 へ 出掛け た ところ を 、 その 男 に どこ か で 見 られ た もの と みえ ます 。
souseki	 あすこ に は 私 の 友達 の 墓 が ある ん です 
souseki	 それ だ から 困る の よ 。 あなた から そう いわ れる と 実に 辛  つら  いん です が 、 私 に は どう 考え て も 、 考え よう が ない ん です もの 。 私 は 今 まで 何 遍  なん べ ん  あの 人 に 、 どうぞ 打ち明け て 下さい って 頼ん で 見 た か 分りゃ し ませ ん 
souseki	 つまり 下  くだ  ら ない 事 だ と 悟っ て いらっしゃる ん でしょ う か 
souseki	父 は 自分 の 達者 な 保証 を 自分 で 与え ながら 、 今にも 己  おの  れ に 落ち かかっ て 来そ う な 危険 を 予感 し て いる らしかっ た 。
souseki	私 は しばらく そこ に 坐  すわ  っ た まま 書見  しょ けん  を し まし た 。 宅 の 中 が しんと 静まっ て 、 誰  だれ  の 話し声 も 聞こえ ない うち に 、 初冬  はつ ふゆ  の 寒 さ と 佗  わ  びしさとが 、 私 の 身体  から だ  に 食い込む よう な 感じ が し まし た 。 私 は すぐ 書物 を 伏せ て 立ち上り まし た 。 私 は ふと 賑  にぎ  や かな 所 へ 行き たく なっ た の です 。 雨 は やっと 歇  あ が  っ た よう です が 、 空 は まだ 冷たい 鉛 の よう に 重く 見え た ので 、 私 は 用心 の ため 、 蛇  じゃ  の 目  め  を 肩 に 担  かつ  いで 、 砲兵  ほう へ い  工廠  こうしょう  の 裏手 の 土塀  ど べ い  について 東 へ 坂 を 下  お  り まし た 。 その 時分 は まだ 道路 の 改正 が でき ない 頃  ころ  な ので 、 坂 の 勾配  こう ばい  が 今 より も ずっと 急 でし た 。 道幅 も 狭く て 、 ああ 真直  まっすぐ  で は なかっ た の です 。 その 上 あの 谷 へ 下りる と 、 南 が 高い 建物 で 塞  ふさ  がっ て いる の と 、 放水  み ず はき  が よく ない の と で 、 往来 は どろどろ でし た 。 ことに 細い 石橋 を 渡っ て 柳 町  や な ぎちょう  の 通り へ 出る 間 が 非道  ひど  かっ た の です 。 足駄  あし だ  で も 長靴 でも むやみ に 歩く 訳 に は ゆき ませ ん 。 誰 でも 路  みち  の 真中 に 自然 と 細長く 泥 が 掻  か  き 分け られ た 所 を 、 後生  ごしょ う  大事  だい じ  に 辿  た ど  って 行か なけれ ば なら ない の です 。 その 幅 は 僅  わ ず  か 一 、 二 ｜ 尺  しゃく  しか ない の です から 、 手 も なく 往来 に 敷い て ある 帯 の 上 を 踏ん で 向う へ 越す の と 同じ 事 です 。 行く 人 は みんな 一 列 に なっ て そろそろ 通り抜け ます 。 私 は この 細 帯 の 上 で 、 は たり と Ｋ に 出合い まし た 。 足 の 方 に ばかり 気 を 取ら れ て い た 私 は 、 彼 と 向き合う まで 、 彼 の 存在 に まるで 気が付か ず に い た の です 。 私 は 不意 に 自分 の 前 が 塞  ふさ  がっ た ので 偶然 眼 を 上げ た 時 、 始め て そこ に 立っ て いる Ｋ を 認め た の です 。 私 は Ｋ に どこ へ 行っ た の か と 聞き まし た 。 Ｋ は ちょっと そこ まで といった ぎり でし た 。 彼 の 答え は いつも の 通り ふん という 調子 でし た 。 Ｋ と 私 は 細い 帯 の 上 で 身体 を 替  か わ  せ まし た 。 すると Ｋ の すぐ 後ろ に 一 人 の 若い 女 が 立っ て いる の が 見え まし た 。 近眼 の 私 に は 、 今 まで それ が よく 分ら なかっ た の です が 、 Ｋ を やり 越し た 後  あと  で 、 その 女 の 顔 を 見る と 、 それ が 宅  うち  の お嬢さん だっ た ので 、 私 は 少なから ず 驚き まし た 。 お嬢さん は 心持 薄 赤い 顔 を し て 、 私 に 挨拶  あいさつ  を し まし た 。 その 時分 の 束髪  そく はつ  は 今 と 違っ て 廂  ひさし  が 出 て い ない の です 、 そうして 頭 の 真中  まんなか  に 蛇  へび  の よう に ぐるぐる 巻き つけ て あっ た もの です 。 私 は ぼんやり お嬢さん の 頭 を 見 て い まし た が 、 次 の 瞬間 に 、 どっち か 路  みち  を 譲ら なけれ ば なら ない の だ という 事 に 気が付き まし た 。 私 は 思い切っ て どろどろ の 中 へ 片足 ｜ 踏  ふ  ん 込  ご  み まし た 。 そうして 比較的 通り やすい 所 を 空  あ  け て 、 お嬢さん を 渡し て やり まし た 。
